full_name,type,state,party,marker
John Smith,House,VA,Republican,VA3
Samuel Smith,House,NH,Federalist,NH
Richard Stockton,House,NJ,Federalist,NJ2
David Stone,Senate,NC,Republican,NC
Charles Tait,Senate,GA,Republican,GA
Adamson Tannehill,House,PA,Republican,PA14
Joel Thompson,House,NY,Federalist,NY15
William Wells,Senate,DE,Federalist,DE
Francis White,House,VA,Federalist,VA2
James Whitehill,House,PA,Republican,PA3
Robert Whitehill,House,PA,Republican,PA
Elisha Winter,House,NY,Federalist,NY12
Abiel Wood,House,MA,Republican,MA17
William Barry,Senate,KY,Republican,KY
Joseph Kerr,Senate,OH,Republican,OH
Francis Locke,Senate,NC,Unknown,NC
Jonathan Roberts,Senate,PA,Republican,PA
Thomas Thompson,Senate,NH,Federalist,NH
George Walker,Senate,KY,Republican,KY
Jesse Wharton,Senate,TN,Republican,TN
Asa Adgate,House,NY,Republican,NY12
John Alexander,House,OH,Republican,OH2
Charles Atherton,House,NH,Federalist,NH
Daniel Avery,House,NY,Republican,NY2
George Baer,House,MD,Federalist,MD4
Ezra Baker,House,NJ,Republican,NJ
David Bard,House,PA,Republican,PA
Samuel Betts,House,NY,Republican,NY7
James Birdsall,House,NY,Republican,NY15
George Bradbury,House,MA,Federalist,MA15
James Breckinridge,House,VA,Federalist,VA5
Elijah Brigham,House,MA,Federalist,MA11
Micah Brooks,House,NY,Republican,NY21
Benjamin Brown,House,MA,Federalist,MA16
Thomas Burnside,House,PA,Republican,PA9
Daniel Cady,House,NY,Federalist,NY14
James Caldwell,House,OH,Republican,OH4
George Campbell,Senate,TN,Republican,TN
James Carr,House,MA,Federalist,MA17
Epaphroditus Champion,House,CT,Federalist,CT
John Chappell,House,SC,Republican,SC4
Daniel Chipman,House,VT,Federalist,VT
Bradbury Cilley,House,NH,Federalist,NH
James Clark,House,NC,Republican,NC3
Archibald Clarke,House,NY,Republican,NY21
Matthew Clay,House,VA,Republican,VA
David Clendenin,House,OH,Republican,OH6
John Clopton,House,VA,Republican,VA23
Samuel Conner,House,MA,Republican,MA19
Thomas Cooper,House,DE,Federalist,DE
William Crawford,House,PA,Republican,PA5
Henry Crocheron,House,NY,Republican,NY1
Samuel Dana,Senate,CT,Federalist,CT
John Davenport,House,CT,Federalist,CT
Samuel Dickens,House,NC,Republican,NC8
Rufus Easton,House,MO,,MO
William Findley,House,PA,Republican,PA11
Jonathan Fisk,House,NY,Republican,NY
Thomas Fletcher,House,KY,Republican,KY1
William Gaston,House,NC,Federalist,NC4
Thomas Gholson,House,VA,Republican,VA18
Hugh Glasgow,House,PA,Republican,PA4
Thomas Gold,House,NY,Federalist,NY16
Charles Goldsborough,House,MD,Federalist,MD8
Christopher Gore,Senate,MA,Federalist,MA
Isaac Griffin,House,PA,Republican,PA13
Thomas Grosvenor,House,NY,Federalist,NY5
John Hahn,House,PA,Republican,PA2
William Hale,House,NH,Federalist,NH
Bolling Hall,House,GA,Republican,GA
Jabez Hammond,House,NY,Republican,NY15
Aylett Hawes,House,VA,Republican,VA1
Bennett Henderson,House,TN,Republican,TN4
Outerbridge Horsey,Senate,DE,Federalist,DE
Benjamin Huger,House,SC,Federalist,SC3
John Hulbert,House,MA,Federalist,MA7
John Hungerford,House,VA,Republican,VA9
William Hunter,Senate,RI,Federalist,RI
Jared Irwin,House,PA,Republican,PA1
John Jackson,House,VA,Republican,VA1
Luther Jewett,House,VT,Federalist,VT
Moss Kent,House,NY,Federalist,NY18
John Kerr,House,VA,Republican,VA15
James Kilbourne,House,OH,Republican,OH5
Cyrus King,House,MA,Federalist,MA14
Chauncey Langdon,House,VT,Federalist,VT
William Lattimore,House,MS,,MS
Lyman Law,House,CT,Federalist,CT
Joseph Lewis,House,VA,Federalist,VA8
William Love,House,NC,Republican,NC1
John Lovett,House,NY,Federalist,NY9
Aaron Lyle,House,PA,Republican,PA12
Asa Lyon,House,VT,Federalist,VT
Charles Marsh,House,VT,Federalist,VT
William Mayrant,House,SC,Republican,SC9
Samuel McKee,House,KY,Republican,KY7
John McLean,House,OH,Republican,OH1
Hosea Moffitt,House,NY,Federalist,NY1
Nicholas Moore,House,MD,Republican,MD
Thomas Moore,House,SC,Republican,SC8
William Murfree,House,NC,Republican,NC1
John Noyes,House,VT,Federalist,VT
Stephen Ormsby,House,KY,Republican,KY8
Timothy Pickering,House,MA,Federalist,MA2
William Piper,House,PA,Republican,PA8
Peter Porter,House,NY,Republican,NY21
Samuel Powell,House,TN,Republican,TN1
Abraham Schenck,House,NY,Republican,NY4
John Sevier,House,TN,Republican,TN
Solomon Sharp,House,KY,Republican,KY6
Daniel Sheffey,House,VA,Federalist,VA6
Thomas Smith,House,PA,Federalist,PA1
William Smith,House,NY,Federalist,NY
Richard Stanford,House,NC,Republican,NC8
Asahel Stearns,House,MA,Federalist,MA4
Benjamin Stephenson,House,IL,,IL
Lewis Sturges,House,CT,Federalist,CT
Samuel Taggart,House,MA,Federalist,MA6
Benjamin Tallmadge,House,CT,Federalist,CT
Magnus Tate,House,VA,Federalist,VA2
Micah Taul,House,KY,Republican,KY9
John Taylor,House,SC,Republican,SC7
Thomas Telfair,House,GA,Republican,GA
Isaac Thomas,House,TN,Republican,TN3
Enos Throop,House,NY,Republican,NY2
Isaac Tichenor,Senate,VT,Federalist,VT
Roger Vose,House,NH,Federalist,NH
Artemas Ward,House,MA,Federalist,MA1
Jonathan Ward,House,NY,Republican,NY3
Thomas Ward,House,NJ,Republican,NJ
Laban Wheaton,House,MA,Federalist,MA1
Jeduthun Wilcox,House,NH,Federalist,NH
Jonathan Williams,House,PA,,PA
Westel Willoughby,House,NY,Republican,NY17
James Wilson,Senate,NJ,Republican,NJ
Thomas Wilson,House,PA,Republican,PA15
John Woods,House,PA,Federalist,PA14
William Woodward,House,SC,Republican,SC5
Bartlett Yancey,House,NC,Republican,NC9
John Yates,House,NY,Republican,NY13
Eli Ashmun,Senate,MA,Federalist,MA
Alexander Hanson,Senate,MD,Federalist,MD
Martin Hardin,Senate,KY,Federalist,KY
Robert Harper,Senate,MD,Federalist,MD
Armistead Mason,Senate,VA,Republican,VA
Montfort Stokes,Senate,NC,Republican,NC
James Monroe,Senate,VA,Anti-Administration,VA
Heman Allen,House,VT,Republican,VT
William Anderson,House,PA,Republican,PA1
Archibald Austin,House,VA,Republican,VA16
Joseph Bellinger,House,SC,Republican,SC4
Benjamin Bennet,House,NJ,Republican,NJ
William Blount,House,TN,Republican,TN2
John Boss,House,RI,Federalist,RI
Joseph Bryan,House,NC,Republican,NC2
James Burrill,Senate,RI,Federalist,RI
Thomas Claiborne,House,TN,Republican,TN5
William Claiborne,Senate,LA,Democratic Republican,LA
Edward Colston,House,VA,Federalist,VA2
Oliver Comstock,House,NY,Republican,NY2
Zadock Cook,House,GA,Republican,GA
Daniel Cruger,House,NY,Republican,NY2
John Cushman,House,NY,Federalist,NY1
Isaac Darlington,House,PA,Federalist,PA2
Joseph Desha,House,KY,Republican,KY4
John Drake,House,NY,Republican,NY15
Benjamin Ellicott,House,NY,Republican,NY21
John Eppes,Senate,VA,Republican,VA
James Fisk,Senate,VT,Republican,VT
Daniel Forney,House,NC,Republican,NC11
Joshua Gage,House,MA,Republican,MA19
Sylvester Gilbert,House,CT,Republican,CT
Peterson Goodwyn,House,VA,Republican,VA19
Salma Hale,House,NH,Republican,NH
Josiah Hasbrouck,House,NY,Republican,NY7
John Herbert,House,MD,Federalist,MD2
Peter Hitchcock,House,OH,Republican,OH6
Samuel Hogg,House,TN,Republican,TN4
Uriel Holmes,House,CT,Federalist,CT
Joseph Hopkinson,House,PA,Federalist,PA1
William Hunter,House,VT,Republican,VT
Ebenezer Huntington,House,CT,Federalist,CT
William Irving,House,NY,Republican,NY2
Dorrance Kirtland,House,NY,Republican,NY8
Thomas Lawyer,House,NY,Republican,NY13
Walter Leake,Senate,MS,Republican,MS
William Lewis,House,VA,Republican,VA15
William Maclay,House,PA,Republican,PA5
George Marr,House,TN,Republican,TN6
James Mason,House,RI,Federalist,RI
Henry Middleton,House,SC,Republican,SC1
David Morril,Senate,NH,Republican,NH
George Mumford,House,NC,Republican,NC1
Thomas Nelson,House,VA,Republican,VA18
Wilson Nesbitt,House,SC,Republican,SC8
David Ogden,House,NY,Federalist,NY18
Alexander Ogle,House,PA,Republican,PA8
Benjamin Orr,House,MA,Federalist,MA16
Harrison Otis,Senate,MA,Federalist,MA
James Owen,House,NC,Republican,NC5
Levi Pawling,House,PA,Federalist,PA2
John Pegram,House,VA,Republican,VA19
Timothy Pitkin,House,CT,Federalist,CT
Nathaniel Pope,House,IL,,IL
James Porter,House,NY,Republican,NY19
Thomas Rice,House,MA,Federalist,MA18
Thomas Robertson,House,LA,Republican,LA1
John Ross,House,PA,Republican,PA6
Nathaniel Ruggles,House,MA,Federalist,MA13
John Savage,House,NY,Republican,NY12
Philip Schuyler,House,NY,Federalist,NY5
Tredwell Scudder,House,NY,Republican,NY1
Adam Seybert,House,PA,Republican,PA1
Samuel Sherwood,House,CT,Federalist,CT
Jacob Spangler,House,PA,Republican,PA4
Thomas Speed,House,KY,Republican,KY1
John Spencer,House,NY,Republican,NY21
James Stewart,House,NC,Federalist,NC7
Clement Storer,Senate,NH,Republican,NH
Solomon Strong,House,MA,Federalist,MA12
Philip Stuart,House,MD,Federalist,MD1
James Tallmadge,House,NY,Republican,NY4
Nathaniel Terry,House,CT,Federalist,CT
George TownSenated,House,NY,Republican,NY1
Henry Tucker,House,VA,Republican,VA3
Rensselaer Westerlo,House,NY,Federalist,NY9
John Whiteside,House,PA,Republican,PA3
James Wilkin,House,NY,Republican,NY6
John Williams,Senate,TN,Republican,TN
Thomas Williams,House,CT,Federalist,CT
John Wilson,House,MA,Federalist,MA17
William Wilson,House,PA,Republican,PA1
Ninian Edwards,Senate,IL,Republican,IL
Prentiss Mellen,Senate,MA,Federalist,MA
William Palmer,Senate,VT,Republican,VT
Benjamin Adams,House,MA,Federalist,MA11
Nathaniel Allen,House,NY,Republican,NY21
Richard Anderson,House,KY,Republican,KY8
Stevenson Archer,House,MD,Republican,MD6
Caleb Baker,House,NY,Republican,NY2
Joseph Bloomfield,House,NJ,Republican,NJ
Andrew Boden,House,PA,Republican,PA5
Joseph Brevard,House,SC,Republican,SC9
James Brown,Senate,LA,Republican,LA
William Brown,House,KY,Republican,KY3
Henry Brush,House,OH,Republican,OH3
Joseph Buffum,House,NH,Republican,NH
William Burwell,House,VA,Republican,VA14
Thomas Butler,House,LA,Republican,LA1
Walter Case,House,NY,Republican,NY6
Clifton Clagett,House,NH,Republican,NH
Robert Clark,House,NY,Republican,NY8
John Condit,House,NJ,Republican,NJ
Joel Crawford,House,GA,Republican,GA
John Crowell,House,AL,Republican,AL1
Thomas Culbreth,House,MD,Republican,MD7
John Cuthbert,House,GA,Republican,GA
William Davidson,House,NC,Federalist,NC11
Jacob De Witt,House,NY,Republican,NY7
Edward Dowse,House,MA,Republican,MA13
Elias Earle,House,SC,Republican,SC7
John Elliott,Senate,GA,Republican,GA
James Ervin,House,SC,Republican,SC3
John Fay,House,NY,Republican,NY14
Walter Folger,House,MA,Republican,MA9
William Ford,House,NY,Republican,NY18
David Fullerton,House,PA,Republican,PA5
John Gray,House,VA,Republican,VA2
Ezra Gross,House,NY,Republican,NY12
James Guyon,House,NY,Republican,NY1
Aaron Hackley,House,NY,Republican,NY17
George Hall,House,NY,Republican,NY19
Willard Hall,House,DE,Republican,DE
Nathaniel Hazard,House,RI,Republican,RI
Samuel Herrick,House,OH,Republican,OH4
Jacob Hibshman,House,PA,Republican,PA3
Joseph Hiester,House,PA,Republican,PA7
Jacob Hostetter,House,PA,Republican,PA4
James Johnson,House,VA,Republican,VA2
Jonas Kendall,House,MA,Federalist,MA12
Rufus King,Senate,NY,Federalist,NY
Charles Kinsey,House,NJ,Republican,NJ
Martin Kinsley,House,MA,Republican,MA17
James Lanman,Senate,CT,Republican,CT
John Linn,House,NJ,Republican,NJ
William Logan,Senate,KY,Republican,KY
Walter Lowrie,Senate,PA,Republican,PA
Joseph Lyman,House,NY,Republican,NY15
William Maclay,House,PA,Republican,PA9
David Marchand,House,PA,Republican,PA11
Jonathan Mason,House,MA,Federalist,MA1
John McCreary,House,SC,Republican,SC8
Thomas McCullough,House,PA,Federalist,PA5
Alney McLean,House,KY,Republican,KY5
Henry Meigs,House,NY,Republican,NY2
Orsamus Merrill,House,VT,Republican,VT
Robert Moore,House,PA,Republican,PA15
Marcus Morton,House,MA,Republican,MA1
Jonathan Moseley,House,CT,Republican,CT
John Murray,House,PA,Republican,PA1
James Parker,House,MA,Republican,MA18
Severn Parker,House,VA,Republican,VA13
John Parrott,Senate,NH,Republican,NH
Harmanus Peek,House,NY,Republican,NY13
Robert Philson,House,PA,Republican,PA8
Charles Pinckney,House,SC,Republican,SC1
James Pindall,House,VA,Federalist,VA1
James Pleasants,Senate,VA,Republican,VA
Tunstall Quarles,House,KY,Republican,KY9
Mark Richards,House,VT,Republican,VT
Jonathan Richmond,House,NY,Republican,NY2
Samuel Ringgold,House,MD,Republican,MD4
Ebenezer Sage,House,NY,Republican,NY
Zabdiel Sampson,House,MA,Republican,MA8
Thomas Settle,House,NC,Republican,NC9
Henry Shaw,House,MA,Republican,MA7
Eldred Simkins,House,SC,Republican,SC6
Jesse Slocumb,House,NC,Federalist,NC4
Ballard Smith,House,VA,Republican,VA7
Bernard Smith,House,NJ,Republican,NJ
James Smith,House,NC,Republican,NC8
Henry Southard,House,NJ,Republican,NJ
James Stevens,House,CT,Republican,CT
Randall Street,House,NY,Federalist,NY4
William Strong,House,VT,Republican,VT
George Strother,House,VA,Republican,VA1
Christian Tarr,House,PA,Republican,PA13
Waller Taylor,Senate,IN,Republican,IN
William Terrell,House,GA,Republican,GA
Caleb Tompkins,House,NY,Republican,NY3
William Trimble,Senate,OH,Republican,OH
David Walker,House,KY,Republican,KY6
Freeman Walker,Senate,GA,Republican,GA
John Walker,Senate,AL,Republican,AL
James Wallace,House,PA,Republican,PA3
Peter Wendover,House,NY,Republican,NY2
David Holmes,Senate,MS,Republican,MS
Elijah Mills,Senate,MA,Adams,MA
Isham Talbot,Senate,KY,Republican,KY
Henry Baldwin,House,PA,Republican,PA14
Levi Barber,House,OH,Republican,OH3
James Barbour,Senate,VA,Republican,VA
Gideon Barstow,House,MA,Republican,MA2
James Bates,House,AR,,AR
Thomas Bayly,House,MD,Federalist,MD8
Lewis Bigelow,House,MA,Federalist,MA12
William Blackledge,House,NC,Republican,NC4
Elijah Boardman,Senate,CT,Republican,CT
Charles Borland,House,NY,Republican,NY6
James Breckinridge,House,KY,Republican,KY8
Henry Bryan,House,TN,Republican,TN6
Wingfield Bullock,House,KY,Republican,KY
Daniel Burrows,House,CT,Republican,CT
Josiah Butler,House,NH,Republican,NH
Samuel Campbell,House,NY,Republican,NY15
Newton Cannon,House,TN,Republican,TN5
David Chambers,House,OH,Republican,OH4
Cadwallader Colden,House,NY,Federalist,NY1
Alfred Conkling,House,NY,Republican,NY14
Jeremiah Cosden,House,MD,Republican,MD6
Josiah Crudup,House,NC,Republican,NC8
Joseph Dane,House,ME,Federalist,ME1
William Darlington,House,PA,Republican,PA2
James De Wolf,Senate,RI,Republican,RI
George Denison,House,PA,Republican,PA1
James Duncan,House,PA,,PA
William Eustis,House,MA,Republican,MA13
William Findlay,Senate,PA,Jackson,PA
Thomas Forrest,House,PA,Federalist,PA1
John Gebhard,House,NY,Federalist,NY13
Samuel Gross,House,PA,Republican,PA2
Mark Harris,House,ME,Republican,ME2
James Hawkes,House,NY,Republican,NY15
Joseph Hernández,House,FL,,FL
Mark Hill,House,ME,Republican,ME3
Thomas Hubbard,House,NY,Republican,NY17
Edward Jackson,House,VA,Republican,VA1
Francis Jones,House,TN,Republican,TN3
James Jones,House,VA,Republican,VA19
Elias Keyes,House,VT,Republican,VT4
Joseph Kirkland,House,NY,Federalist,NY16
William Lowndes,House,SC,Republican,SC2
Richard McCarty,House,NY,Republican,NY8
James McSherry,House,PA,Federalist,PA5
William Milnor,House,PA,Federalist,PA1
Thomas Montgomery,House,KY,Republican,KY9
Samuel Moore,House,PA,Republican,PA6
Thomas Moore,House,VA,Republican,VA1
Thomas Murray,House,PA,Republican,PA1
Hugh Nelson,House,VA,Republican,VA22
John Nelson,House,MD,Republican,MD4
Anthony New,House,KY,Republican,KY5
James Overstreet,House,SC,Republican,SC4
Walter Patterson,House,NY,Federalist,NY5
John Phillips,House,PA,Federalist,PA3
Jeremiah Pierson,House,NY,Republican,NY3
William Pinkney,Senate,MD,Republican,MD
Philip Reed,House,MD,Republican,MD6
Robert Reid,House,GA,Republican,GA
John Rhea,House,TN,Republican,TN1
George Robertson,House,KY,Republican,KY
Charles Ruggles,House,NY,Federalist,NY7
John Russ,House,CT,Republican,CT
Jonathan Russell,House,MA,Republican,MA11
Solomon Sibley,House,MI,,MI
John Smith,House,KY,Republican,KY7
Elijah Spencer,House,NY,Republican,NY21
Micah Sterling,House,NY,Federalist,NY18
Selah Tuthill,House,NY,,NY
Nathaniel Upham,House,NH,Republican,NH
Solomon Van Rensselaer,House,NY,Federalist,NY9
Thomas Van Swearingen,House,VA,Federalist,VA2
Felix Walker,House,NC,Republican,NC12
Reuben Walworth,House,NY,Republican,NY12
Phineas White,House,VT,Republican,VT2
Ezekiel Whitman,House,ME,Federalist,ME2
William Williamson,House,ME,Republican,ME4
Samuel Woodson,House,KY,Republican,KY2
Ludwig Worman,House,PA,Federalist,PA7
Robert Wright,House,MD,Republican,MD7
Ethan Brown,Senate,OH,Republican,OH
William Kelly,Senate,AL,Republican,AL
James Lloyd,Senate,MA,Adams,MA
Caesar Rodney,Senate,DE,Republican,DE
John Taylor,Senate,VA,Republican,VA
Joel Abbott,House,GA,Republican,GA
William Ball,House,VA,Republican,VA13
Samuel Breck,House,PA,,PA1
John Brown,House,PA,,PA12
Hutchins Burton,House,NC,,NC2
John Cady,House,NY,,NY16
Jacob Call,House,IN,Jackson Republican,IN1
Richard Call,House,FL,,FL
John Chandler,Senate,ME,Jackson,ME
Lot Clark,House,NY,,NY21
Ela Collins,House,NY,,NY2
Joshua Cushman,House,ME,,ME4
Job Durfee,House,RI,,RI
Justin Dwinell,House,NY,,NY22
Lewis Eaton,House,NY,Crawford Republican,NY12
Samuel Eddy,House,RI,,RI
Henry Edwards,Senate,CT,Jackson,CT
William Ellis,House,PA,,PA9
Charles Foote,House,NY,,NY11
Walter Forward,House,PA,,PA16
Joel Frost,House,NY,Crawford Republican,NY4
Timothy Fuller,House,MA,Republican,MA4
Alfred Gatlin,House,NC,Crawford Republican,NC1
James Gazlay,House,OH,,OH1
Matthew Harvey,House,NH,,NH
William Hayward,House,MD,,MD7
John Herkimer,House,NY,Republican,NY15
James Hogeboom,House,NY,,NY9
Charles Hooks,House,NC,Republican,NC5
Lemuel Jenkins,House,NY,,NY7
John Johnson,House,KY,,KY5
Samuel Lawrence,House,NY,,NY25
John Lee,House,MD,,MD4
Jabez Leftwich,House,VA,,VA7
Elisha Litchfield,House,NY,,NY23
Arthur Livermore,House,NH,Republican,NH
Stephen Longfellow,House,ME,,ME2
James Matlack,House,NJ,,NJ
Aaron Matson,House,NH,,NH
Duncan McArthur,House,OH,,OH6
Joseph McIlvaine,Senate,NJ,Adams,NJ
Raphael Neale,House,MD,,MD1
Henry Olin,House,VT,,VT3
George Outlaw,House,NC,,NC2
John Patterson,House,OH,,OH1
Thomas Patterson,House,PA,Republican,PA15
William Plumer,House,NH,,NH
William Prince,House,IN,Republican,IN1
James Reynolds,House,TN,Republican,TN8
Charles Rich,House,VT,Republican,VT3
Gabriel Richard,House,MI,,MI
John Richards,House,NY,,NY19
William Rochester,House,NY,,NY
Thomas Rogers,House,PA,Republican,PA8
Thomas Ross,House,OH,,OH2
James Sandford,House,TN,Jackson Republican,TN6
Peter Sharpe,House,NY,,NY3
Jonas Sibley,House,MA,,MA5
Arthur Smith,House,VA,,VA2
Richard Spaight,House,NC,,NC4
James Stephenson,House,VA,Federalist,VA16
Ansel Sterling,House,CT,,CT
Ebenezer Stoddard,House,CT,,CT
Jesse Thomas,Senate,IL,Adams,IL
Philip Thompson,House,KY,,KY11
John Tod,House,PA,Republican,PA13
Albert Tracy,House,NY,Whig,NY3
George Tucker,House,VA,,VA6
Jacob Tyson,House,NY,,NY2
Daniel Udree,House,PA,Republican,PA7
Nicholas Van Dyke,Senate,DE,Adams,DE
William Van Wyck,House,NY,,NY5
Robert Vance,House,NC,,NC12
Nicholas Ware,Senate,GA,,GA
Henry Warfield,House,MD,,MD3
Isaac Wayne,House,PA,,PA4
David White,House,KY,,KY6
Lemuel Whitman,House,CT,,CT
Isaac Williams,House,NY,Republican,NY13
Jared Williams,House,VA,,VA17
Thomas Williams,Senate,MS,Jackson,MS
Isaac Wilson,House,NY,Republican,NY29
William Woods,House,NY,,NY28
Charles Bouligny,Senate,LA,Adams,LA
Thomas Cobb,Senate,GA,Jackson,GA
Parmenio Adams,House,NY,Adams,NY29
Adam Alexander,House,TN,Jackson,TN9
Robert Allen,House,TN,Jackson,TN5
James Allison,House,PA,,PA
Henry Ashley,House,NY,Jackson,NY11
Luther Badger,House,NY,Adams,NY23
David Barton,Senate,MO,Adams,MO
Francis Baylies,House,MA,Jackson,MA12
William Bradley,House,VT,Adams,VT1
John Campbell,House,OH,Adams,OH5
George Cary,House,GA,Jackson,GA
George Cassedy,House,NJ,Jackson,NJ
Henry Chambers,Senate,AL,Jackson,AL
John Cocke,House,TN,Jackson,TN2
Daniel Cook,House,IL,Adams,IL1
George Crump,House,VA,Jackson,VA5
William Dietz,House,NY,Jackson,NY12
Nehemiah Eastman,House,NH,Adams,NH
Samuel Edwards,House,PA,Jackson,PA4
Weldon Edwards,House,NC,Jackson,NC6
Benjamin Estil,House,VA,Adams,VA22
Patrick Farrelly,House,PA,Jackson,PA18
John Findlay,House,PA,Jackson,PA11
Nicoll Fosdick,House,NY,Adams,NY2
John Gaillard,Senate,SC,Jackson,SC
Robert Garnett,House,VA,Jackson,VA12
Daniel Garrison,House,NJ,Jackson,NJ
Joseph Gist,House,SC,Jackson,SC7
Andrew Govan,House,SC,Jackson,SC4
Robert Harris,House,PA,Jackson,PA6
Abraham Hasbrouck,House,NY,Adams,NY7
Moses Hayden,House,NY,Adams,NY27
John Henry,House,KY,Adams,KY12
Robert Henry,House,KY,Jackson,KY12
Ebenezer Herrick,House,ME,Adams,ME3
Richard Hines,House,NC,Jackson,NC3
Aaron Hobart,House,MA,Adams,MA11
Daniel Hugunin,House,NY,Adams,NY2
Charles Humphrey,House,NY,Adams,NY25
David Jennings,House,OH,Adams,OH1
